23 Sektor;Nama Perusahaan;Deskripsi KBLI;Kabkot;Tambahan Investasi (US$);Negara;Proyek;TKI;TKA;
Hotel dan Restoran;JOSH & TASANI LESTARI;(56301) Bar;Kota Pontianak;0;Singapura;1;0;0;
Hotel dan Restoran;JOSH & TASANI LESTARI;(55110) Hotel Bintang;Kota Pontianak;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO ABADI CEMERLANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;254826,3686;Singapura;1;0;0;
Listrik, Gas dan Air;INKO POWER INDUSTRY;(35111) Pembangkitan Tenaga Listrik;Kabupaten Landak;1031,25;Korea Selatan;1;0;0;
Listrik, Gas dan Air;INKO POWER INDUSTRY;(35114) Penjualan Tenaga Listrik;Kabupaten Landak;0;Korea Selatan;1;0;0;
Listrik, Gas dan Air;INKO POWER INDUSTRY;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Landak;0;Korea Selatan;1;0;0;
Listrik, Gas dan Air;INKO POWER INDUSTRY;(35118) Distribusi, dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Landak;0;Korea Selatan;1;0;0;
Industri Lainnya;INKO POWER INDUSTRY;(38211) Treatment dan Pembuangan Limbah dan Sampah Tidak Berbahaya;Kabupaten Landak;0;Korea Selatan;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PALMA AGRO LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;1608021,094;Singapura;1;3;0;
Industri Lainnya;INKO POWER INDUSTRY;(38110) Pengumpulan limbah dan sampah tidak berbahaya;Kabupaten Landak;0;Korea Selatan;1;0;0;
Industri Kayu;INKO NATURE ENERGY;(16295) Industri Kayu Bakar dan Pelet Kayu;Kabupaten Landak;812,5;Korea Selatan;1;0;0;
Perdagangan dan Reparasi;INKO NATURE ENERGY;(46636) Perdagangan Besar Bahan Konstruksi Dari Kayu;Kabupaten Landak;0;Korea Selatan;1;0;0;
Perdagangan dan Reparasi;FAST RETAILING INDONESIA;(47191) Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store);Kabupaten Kubu Raya;0;Singapura;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;WELL HARVEST WINNING ALUMINA REFINERY;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;R.R. Tiongkok;1;0;0;
Hotel dan Restoran;JOSH & TASANI LESTARI;(55110) Hotel Bintang;Kota Pontianak;10343,75;Singapura;1;0;0;
Hotel dan Restoran;JOSH & TASANI LESTARI;(56101) Restoran;Kota Pontianak;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;TKM BIOFUEL INDONESIA;(01191) Pertanian Tanaman Pakan Ternak;Kabupaten Kapuas Hulu;32911,93394;Jepang;1;1;0;
Tanaman Pangan, Perkebunan, dan Peternakan;KHATULISTIWA AGRO ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;0;Singapura;1;0;0;
Industri Makanan;KHATULISTIWA AGRO ABADI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kapuas Hulu;6250;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;KHATULISTIWA AGRO ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;1467,6695;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MEMPAWAH PERMAI LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Mempawah;0;Malaysia;1;0;0;
Hotel dan Restoran;JOSH & TASANI LESTARI;(56210) Jasa Boga Untuk Suatu Event Tertentu (Event Catering);Kota Pontianak;0;Singapura;1;0;0;
Hotel dan Restoran;JOSH & TASANI LESTARI;(56101) Restoran;Kota Pontianak;0;Singapura;1;0;0;
Jasa Lainnya;CINEMAXX GLOBAL PASIFIK;(59140) Aktivitas Pemutaran Film;Kabupaten Ketapang;52072,99969;Belanda;1;8;0;
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46492) Perdagangan Besar Alat Olahraga;Kabupaten Kubu Raya;0;Jepang;1;0;0;
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46693) Perdagangan Besar Karet Dan Plastik Dalam Bentuk Dasar;Kabupaten Kubu Raya;0;Jepang;1;0;0;
Perdagangan dan Reparasi;FAST RETAILING INDONESIA;(47191) Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store);Kabupaten Kubu Raya;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PALMDALE AGROASIA LESTARI MAKMUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0;Kepulauan Virgin Inggris;1;0;0;
Industri Makanan;PALMDALE AGROASIA LESTARI MAKMUR;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;114793,125;Kepulauan Virgin Inggris;1;0;0;
Hotel dan Restoran;BUMI BERKAH BOGA;(56303) Rumah Minum/Kafe;Kota Pontianak;77183,67131;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;PANCA NAGA INDAH;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;PANCA NAGA INDAH;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;
Perdagangan dan Reparasi;PANCA NAGA INDAH;(46641) Perdagangan Besar Mineral Bukan Logam;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;
Industri Mineral Non Logam;PANCA NAGA INDAH;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Kubu Raya;28125;R.R. Tiongkok;1;5;0;
Perdagangan dan Reparasi;NUSANTARA RESOURCES TRADE;(46900) Perdagangan Besar Berbagai Macam Barang;Kabupaten Kubu Raya;0;Swedia;1;0;0;
Perdagangan dan Reparasi;BERLIAN ARTA KENCANA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;0;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PRAKARSA TANI SEJATI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;3937,5;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PRAKARSA TANI SEJATI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;59375;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;RIMBA BORNEO MAKMUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;93750;Malaysia;1;0;0;
Industri Kimia Dan Farmasi;FORESTWISE WILD KEEPERS;(20232) Industri Kosmetik Untuk Manusia, Termasuk Pasta Gigi;Kabupaten Sintang;1644748,01;Belanda;1;25;3;
Industri Makanan;FORESTWISE WILD KEEPERS;(10411) Industri Minyak Mentah dan Lemak Nabati;Kabupaten Sintang;150870,057;Belanda;1;25;3;
Tanaman Pangan, Perkebunan, dan Peternakan;BORNEO INTERNATIONAL ANUGERAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;7115,86325;Singapura;1;0;0;
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Pontianak;13625;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;DAESANG AGUNG INDONESIA;(46319) Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya;Kota Pontianak;625;Korea Selatan;1;0;0;
Industri Lainnya;TENG LONGSENG INDONESIA;(38302) Pemulihan Material Barang Bukan Logam;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Konstruksi;TELEKOMUNIKASI SELULAR;(42206) Konstruksi Sentral Telekomunikasi;Kabupaten Kapuas Hulu;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;TELEKOMUNIKASI SELULAR;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Pontianak;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;TELEKOMUNIKASI SELULAR;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Singkawang;0;Singapura;1;0;0;
Pertambangan;HIMALAYA ENGINEERING INDONESIA;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;406512,4964;R.R. Tiongkok;1;0;0;
Perdagangan dan Reparasi;GLOBAL ASIA REDWANA;(46100) Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak;Kota Pontianak;1937,5;Malaysia;1;1;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;SUPREME ALUMINA INDONESIA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;31181,7315;Singapura;1;0;0;
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;0;Jepang;1;1;0;
Industri Kimia Dan Farmasi;NABATI MULTI BIOENERGI;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Sintang;312,5;R.R. Tiongkok;1;18;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SEPANJANG INTISURYA MULIA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;536711,4128;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SEPANJANG INTISURYA MULIA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Makanan;SEPANJANG INTISURYA MULIA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;96559,64956;Singapura;1;5;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PUTRA SARI LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;21081,62638;Singapura;1;0;0;
Industri Makanan;PUTRA SARI LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SURYA AGRO PALMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;872277,2903;Singapura;1;0;0;
Industri Mineral Non Logam;SEMEN KALBAR PERKASA;(23941) Industri Semen;Kabupaten Ketapang;17534,80338;R.R. Tiongkok;1;0;0;
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Singkawang;12812,5;Hongkong, RRT;1;0;0;
Pertambangan;TRANSON DAYA INDOMINING;(08999) Pertambangan Dan Penggalian Lainnya Ytdl;Kota Pontianak;97156,626;R.R. Tiongkok;1;0;0;
Jasa Lainnya;NUSA BINA ENERGY;(70209) Aktivitas Konsultasi Manajemen Lainnya;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Industri Lainnya;NUSA BINA ENERGY;(38211) Treatment dan Pembuangan Limbah dan Sampah Tidak Berbahaya;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Singkawang;11125;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;CEMARU LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;8681,27525;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;CITRA SAWIT CEMERLANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1167870,981;Singapura;1;119;0;
Industri Makanan;MITRA MUARA MELAWI;(11051) Industri Air Kemasan;Kabupaten Sintang;0;R.R. Tiongkok;1;1;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA PLANTATION AND PRODUCTS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;13284,01775;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO ABADI CEMERLANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;800119,4876;Singapura;1;137;0;
Industri Makanan;AGRO ABADI CEMERLANG;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;1737410,466;Singapura;1;2;0;
Hotel dan Restoran;SRIBOGA MARUGAME INDONESIA;(56101) Restoran;Kota Pontianak;310,664875;Amerika Serikat;1;0;0;
Industri Makanan;WAHANA PLANTATION AND PRODUCTS;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;24975,51144;Hongkong, RRT;1;613;0;
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kabupaten Kubu Raya;14625;Hongkong, RRT;1;0;0;
Industri Lainnya;RIMBA KELAPA MAKMUR;(32905) Industri Serat Sabut Kelapa;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kimia Dan Farmasi;RIMBA KELAPA MAKMUR;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Mempawah;214283,6698;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16101) Industri Penggergajian Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Perdagangan dan Reparasi;RIMBA KELAPA MAKMUR;(47526) Perdagangan Eceran Bahan Konstruksi Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Lainnya;RIMBA KELAPA MAKMUR;(31001) Industri Furnitur Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16230) Industri Wadah Dari Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16215) Industri Kayu Laminasi;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16214) Industri Veneer;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16213) Industri Panel Kayu Lainnya;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16102) Industri Pengawetan Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Industri Kayu;RIMBA KELAPA MAKMUR;(16101) Industri Penggergajian Kayu;Kabupaten Mempawah;0;R.R. Tiongkok;1;0;0;
Pertambangan;AGRABUDI GASUTAMA PRIMA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;8855,197188;Selandia Baru;1;0;0;
Pertambangan;FORTUNA JAYA MAKMUR;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;10739,55538;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SINTANG RAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;724322,8936;Korea Selatan;1;0;0;
Pertambangan;KINDAI MANDIRI SEJAHTERA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;4716,166625;Hongkong, RRT;1;0;0;
Pertambangan;MELIAU RATU ABADI;(07293) Pertambangan Bijih Bauksit;Kabupaten Ketapang;8368,366125;Hongkong, RRT;1;0;0;
Industri Makanan;SINTANG RAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;57577,17706;Korea Selatan;1;1;0;
Pertambangan;TAYAN ALUMINA ABADI;(07293) Pertambangan Bijih Bauksit;Kabupaten Ketapang;26071,50763;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;BUANA TIRTA AGUNG;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;0;Malaysia;1;0;0;
Perdagangan dan Reparasi;SINTANG RAYA;(46209) Perdagangan Besar Hasil Pertanian Dan Hewan Hidup Lainnya;Kota Pontianak;0;Korea Selatan;1;0;0;
Pertambangan;TAMINDO MUTIARAPERKASA;(07293) Pertambangan Bijih Bauksit;Kabupaten Landak;23321,67669;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;SINTANG RAYA;(46100) Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak;Kabupaten Kubu Raya;0;Korea Selatan;1;0;0;
Transportasi, Gudang dan Telekomunikasi;TANJUNG TELUK MENTIMUN;(52240) Penanganan Kargo (Bongkar Muat Barang);Kabupaten Ketapang;149891,8328;Hongkong, RRT;1;2;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KARIMATA ALUMIN INDUSTRI;(24204) Industri Ekstrusi Logam Bukan Besi;Kabupaten Ketapang;9,356375;Singapura;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KARIMATA ALUMIN INDUSTRI;(25119) Industri Barang Dari Logam Siap Pasang Untuk Konstruksi Lainnya;Kabupaten Ketapang;9,3564375;Singapura;1;0;0;
Industri Kendaraan Bermotor dan Alat Transportasi Lain;KARIMATA ALUMIN INDUSTRI;(30200) Industri Lokomotif dan Gerbong Kereta;Kabupaten Ketapang;9,3565;Singapura;1;0;0;
Perdagangan dan Reparasi;SINTANG RAYA;(46100) Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak;Kota Pontianak;0;Korea Selatan;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;GEMILANG MAKMUR SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;75777,18438;Singapura;1;0;0;
Perdagangan dan Reparasi;WORLD INNOVATIVE TELECOMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kabupaten Sintang;0;Hongkong, RRT;1;34;0;
Perumahan, Kawasan Industri dan Perkantoran;SINTANG RAYA;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kabupaten Kubu Raya;0;Korea Selatan;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;ANEKA ALUMINIUM PRODUK;(24203) Industri Penggilingan Logam Bukan Besi;Kabupaten Ketapang;14,051;Singapura;1;0;0;
Industri Kendaraan Bermotor dan Alat Transportasi Lain;ANEKA ALUMINIUM PRODUK;(29300) Industri Suku Cadang dan Aksesori Kendaraan Bermotor Roda Empat Atau Lebih;Kabupaten Ketapang;14,0510625;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SEJAHTERA SAWIT LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;8358,110625;Singapura;1;0;0;
Industri Makanan;LADANG SAWIT MAS;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;74816,54731;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;LADANG SAWIT MAS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;238464,2744;Singapura;1;0;0;
Industri Karet dan Plastik;HOK TONG;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO MANUNGGAL SAWITINDO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;147028,4376;Singapura;1;0;0;
Jasa Lainnya;SINTANG RAYA;(86105) Aktivitas Klinik Swasta;Kabupaten Kubu Raya;0;Korea Selatan;1;0;0;
Industri Karet dan Plastik;SUMBER ALAM;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;7243,75;Singapura;1;1;0;
Industri Kayu;PRATAMA BIOALAM NUSANTARA;(16101) Industri Penggergajian Kayu;Kabupaten Mempawah;0;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;DAMAI AGRO SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0;Singapura;1;0;0;
Listrik, Gas dan Air;GCL INDO TENAGA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Bengkayang;2199,18125;R.R. Tiongkok;1;2;0;
Tanaman Pangan, Perkebunan, dan Peternakan;KARYA MAKMUR LANGGENG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;457452,4678;Singapura;1;0;0;
Kehutanan;FAJAR WANA LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Sambas;0;Singapura;1;0;0;
Perdagangan dan Reparasi;ZENAS INDONESIA;(46315) Perdagangan Besar Minyak dan Lemak Nabati;Kabupaten Mempawah;0;Korea Selatan;1;1;0;
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Sanggau;0;Benin;1;0;0;
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kota Pontianak;0;Benin;1;0;0;
Pertambangan;MINERALINDO KENCANA ABADI;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;Benin;1;0;0;
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kabupaten Kubu Raya;9250;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;JINQUAN TRAD INDONESIA;(46315) Perdagangan Besar Minyak dan Lemak Nabati;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MAKMUR JAYA MALINDO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;18750;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;LESTARI GEMILANG INTISAWIT;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;983090,6167;Singapura;1;0;0;
Industri Makanan;LESTARI GEMILANG INTISAWIT;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;656732,926;Singapura;1;0;0;
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Sambas;0;Singapura;1;0;0;
Hotel dan Restoran;BUMI BERKAH BOGA;(56303) Rumah Minum/Kafe;Kota Pontianak;0;Singapura;1;0;0;
Industri Makanan;RIYA PASIFIK NABATI;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kabupaten Mempawah;4004619,121;Singapura;1;0;0;
Industri Makanan;RIYA PASIFIK NABATI;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kabupaten Mempawah;0;Singapura;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kota Pontianak;0;Hongkong, RRT;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Hongkong, RRT;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Hongkong, RRT;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Hongkong, RRT;1;0;0;
Industri Makanan;RIYA PASIFIK NABATI;(10437) Industri Minyak Goreng Kelapa Sawit;Kabupaten Mempawah;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;NABATI AGRO SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;4571,794688;Singapura;1;0;0;
Industri Makanan;RIYA PASIFIK NABATI;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kabupaten Mempawah;0;Singapura;1;0;0;
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Mempawah;0;Singapura;1;0;0;
Listrik, Gas dan Air;KETAPANG BANGUN SARANA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Kimia Dan Farmasi;RIYA PASIFIK NABATI;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Mempawah;0;Singapura;1;0;0;
Perdagangan dan Reparasi;TRAKTOR NUSANTARA;(46591) Perdagangan Besar Mesin Kantor dan Industri Pengolahan, Suku Cadang Dan Perlengkapannya;Kabupaten Kubu Raya;14290,49531;Jepang;1;0;0;
Jasa Lainnya;TRAKTOR NUSANTARA;(77393) Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Konstruksi Dan Teknik Sipil;Kabupaten Kubu Raya;0;Jepang;1;0;0;
Industri Makanan;RIYA PASIFIK NABATI;(10437) Industri Minyak Goreng Kelapa Sawit;Kabupaten Mempawah;0;Singapura;1;0;0;
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Bengkayang;0;Singapura;1;0;0;
Industri Mineral Non Logam;KETAPANG BANGUN SARANA;(23957) Industri Mortar atau Beton Siap Pakai;Kabupaten Ketapang;0;Singapura;1;7;0;
Transportasi, Gudang dan Telekomunikasi;BINASAWIT ABADIPRATAMA;(52101) Pergudangan dan Penyimpanan;Kabupaten Mempawah;0;Singapura;1;0;0;
Jasa Lainnya;BATU PAYUNG INDAH;(93211) Taman Rekreasi;Kabupaten Bengkayang;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;KARYA BAKTI AGRO SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;71244,88844;Singapura;1;0;0;
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;5252989,626;Singapura;1;7;0;
Industri Makanan;KARYA BAKTI AGRO SEJAHTERA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;672578,7433;Singapura;1;0;0;
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0;Singapura;1;0;0;
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KETAPANG BANGUN SARANA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Sanggau;0;Singapura;1;0;0;
Perdagangan dan Reparasi;BINASAWIT ABADIPRATAMA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Mempawah;0;Singapura;1;0;0;
Hotel dan Restoran;ADHIRAJASA HANASTA PRATAMA;(55110) Hotel Bintang;Kabupaten Ketapang;4748,570813;Belanda;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SENTOSA PRIMA AGRO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;140826,8838;Singapura;1;0;0;
